"나이","성별","키_cm","몸무게_kg","체지방율","윗몸일으키기","등급"
1,0,172.4,67.3,14.2,58,4
1,1,165.6,52.58,29.2,42,4
2,0,178.5,70.6,11.8,62,4
1,1,158,49.6,19.4,48,4
2,0,175.5,74.5,20.7,52,4
1,0,176,68,11.9,75,4
3,0,156.9,63.2,21.9,32,4
2,0,176.5,85.9,16.8,60,4
3,0,165.6,70.3,23.4,32,4
2,0,178.5,80.1,17.5,70,4
2,0,174.5,65.3,15.3,49,4
1,0,174.1,70,16.8,57,4
2,1,172.1,57.5,20.4,32,4
1,1,164.4,64.3,27.7,43,4
2,1,158,55.6,23.3,52,4
3,1,156.4,47.6,28.4,28,4
2,0,175.2,73.9,11.7,52,4
3,1,150.5,52.3,33,24,4
3,1,158.8,60.3,31,30,4
1,1,162.2,59.8,30.4,44,4
1,0,163.6,62.4,14,67,4
3,1,154.2,52.98,23.6,37,4
1,0,175,72,16.1,62,4
1,0,175.8,65.08,7.2,59,4
1,0,173.5,60.6,11.4,55,4
1,1,158.3,59.3,28.8,46,4
3,0,170.8,71.1,13.5,50,4
2,0,171,66.6,20.1,45,4
3,1,148.1,35.9,14.3,30,4
3,0,170.3,77.7,26.5,38,4
3,1,169,63.7,30.4,27,4
3,1,159.2,53.5,26.2,35,4
1,0,174,80.2,16.3,61,4
2,1,156,53.1,21.3,40,4
1,1,161,53.3,20.5,55,4
2,0,178.7,70,16.3,57,4
1,0,180,67.2,14.3,62,4
2,0,169.9,72.3,14.2,62,4
3,0,167.9,70.3,24.2,44,4
1,1,162.6,58,27,39,4
1,0,175,65.3,14.5,60,4
1,1,162,62.6,30.7,37,4
1,1,159.5,54.8,27.4,46,4
2,0,178,68.7,12.9,46,4
1,1,162.5,58.1,30.2,53,4
1,1,158.9,46.8,21.3,51,4
1,0,174,70.7,14.1,57,4
2,0,182.7,75.4,10.5,49,4
1,1,165,51.8,27.6,44,4
3,1,161.6,53.5,22.8,20,4
3,1,162,50.84,19.4,23,4
1,0,167.9,66.1,16.9,59,4
2,1,170.7,57.5,23.4,44,4
1,1,168.4,54.3,26.1,40,4
1,1,168.1,55.9,23.2,47,4
3,0,164.6,62.1,21.9,51,4
1,1,167.1,58.8,28,45,4
1,1,166.6,51.8,24.1,60,4
3,0,173.9,62.5,15.3,43,4
1,1,159.2,49.3,17.9,48,4
1,1,157.7,51.4,19.6,49,4
1,0,169.2,66.8,13.8,54,4
3,0,163,58.3,18.9,38,4
3,1,150.2,47.5,23.6,23,4
3,1,158.6,54.3,27.1,30,4
1,1,163.9,56.2,28.2,40,4
2,0,179.4,79.1,18.2,46,4
2,0,172.2,70.42,20.5,58,4
2,0,166.2,54.5,15.9,47,4
1,1,157.8,57.9,30.7,47,4
2,0,170.8,69.7,9.8,60,4
2,1,164.6,57.9,26.1,36,4
1,1,159.3,49.8,26.8,53,4
3,1,152.4,38.1,11.6,21,4
2,0,177,70.4,18.8,55,4
2,0,177.3,98,21.9,45,4
1,1,166.7,58.1,18,37,4
1,1,165.5,53.5,19.1,50,4
1,0,175.8,72.3,17.5,53,4
2,1,159.6,52.2,28.9,39,4
2,0,177.1,72.9,17.4,54,4
3,0,177.2,66.12,14.4,44,4
2,1,154.7,55,24.1,44,4
2,0,171.6,80.2,20.7,45,4
1,1,166.2,47.2,19.8,45,4
1,0,178.3,83.1,16.8,57,4
2,0,175.2,82.1,18.8,50,4
2,1,165,55.8,21.7,37,4
1,0,177.4,70.6,14.5,51,4
1,0,173.2,69.4,10.8,61,4
2,0,174.5,74.4,14.3,52,4
3,0,167.3,55.9,8.6,48,4
1,0,168.8,73.4,21,54,4
3,0,165.2,57.8,10.1,42,4
2,0,175.2,75.8,14,57,4
2,0,177.1,68.3,14.6,50,4
3,1,165.5,58.9,16.1,22,4
2,0,174,77.2,20.1,54,4
1,0,174.3,67.46,16.1,57,4
2,0,170.6,62.7,14,44,4
2,0,180.8,76.3,11.9,56,4
1,0,172,68.5,13.6,65,4
3,1,153.4,47.4,30.9,18,4
1,1,159.5,55.3,30.8,41,4
2,1,157,58.8,32.3,31,4
2,1,161.8,62.1,23.6,35,4
3,1,145,50.2,33.3,18,4
1,1,160,52.1,26.8,49,4
2,0,181.5,83.5,22.6,52,4
1,0,165.3,69.6,16.9,63,4
2,1,162.7,47.9,18.8,47,4
3,1,152.3,46.7,18.4,43,4
1,1,161,48.6,25.7,50,4
2,0,155.7,52.2,20.9,48,4
2,0,178.2,76.7,15.2,63,4
1,0,177.1,83.4,16,62,4
2,0,173.3,68.8,22.3,57,4
2,0,172.1,66,13.6,70,4
1,0,173.6,72.9,12.3,60,4
1,0,177.4,72.5,12.1,63,4
2,0,170,71,19.9,71,4
1,0,173.2,65.78,18.7,61,4
2,0,177.9,73.6,21.4,58,4
3,1,161.5,57,26.7,38,4
2,0,166.7,61.7,14,55,4
1,1,162.1,49.6,21.2,38,4
1,0,177.2,73.2,14.8,55,4
1,1,159.1,57.4,24.2,51,4
2,0,180.7,83.16,18.8,55,4
2,1,169.4,55.6,10.9,41,4
1,1,166.6,77,34.2,46,4
1,0,168.4,68.9,16.9,64,4
2,0,172.2,73.3,12.5,53,4
1,1,157,49.1,30.7,51,4
1,1,157.7,53.3,26,45,4
3,0,173.3,73.8,18.9,32,4
2,1,157.1,55,28.1,35,4
2,1,151,48.3,22.8,34,4
1,1,167.7,50.1,16.9,34,4
3,1,153.2,48.6,20,28,4
1,1,160.4,53.8,27.5,41,4
1,0,168,64.4,8.9,53,4
2,0,179.6,80.8,14.3,56,4
1,0,176.8,81.5,10.3,65,4
2,0,170.7,70.3,18.8,47,4
1,0,175.5,67,11.2,56,4
1,0,175,75.2,18.5,52,4
1,0,172.1,66.2,14.8,56,4
1,0,179.2,73.3,11.7,54,4
2,0,169.6,75.9,19.7,51,4
1,1,155.3,60,32.2,48,4
2,0,170.3,68,20.3,49,4
1,1,160,60.06,27.5,52,4
1,1,167,56.9,22.6,37,4
1,1,157.3,52.4,27.2,55,4
2,0,174.7,78.6,15.6,51,4
1,1,159.1,57.3,24.6,36,4
2,1,157.1,61.1,25.8,34,4
1,1,159.7,51.8,21.7,34,4
2,1,169.1,64,16.6,46,4
1,1,158.2,55,24.5,47,4
2,0,170.4,71.08,17.9,57,4
1,1,164.5,48.9,15.7,42,4
2,0,169.1,78.12,21.5,52,4
3,1,158.6,52.7,28.9,21,4
2,0,168.6,69.64,21.9,59,4
1,1,174.4,69.2,20.3,38,4
1,1,166.1,63.1,27.1,43,4
1,1,161.4,58.6,28.8,51,4
1,0,176.5,71.8,11.6,56,4
1,0,186.8,83.8,14,62,4
1,0,168.8,64,33.6,51,4
1,1,157.9,55.6,31.1,54,4
3,1,146,39.1,22.1,21,4
3,1,161.3,45.2,16.4,22,4
2,0,174.7,76.9,19.3,53,4
2,1,162.8,52.82,19.5,39,4
1,1,166.5,61.2,23.1,38,4
2,1,162.5,56.7,29.8,37,4
1,1,156.8,54.2,32.3,55,4
1,0,172.7,66.3,11.4,60,4
1,1,164.3,53.5,16.8,51,4
2,0,168.1,62.24,17.9,53,4
2,0,171,75.6,18.8,50,4
1,0,185.1,83.7,15.1,57,4
2,0,167.6,70.2,25.7,55,4
3,0,171.6,71.8,17.8,32,4
2,0,160.6,53.3,17.4,71,4
1,0,171.2,65.1,9.7,63,4
1,0,174.4,77,12.5,57,4
1,1,160.2,47.7,17.2,45,4
2,0,170,72,15.5,49,4
2,0,170.3,71.4,22,49,4
1,1,162,55.9,30.8,47,4
3,0,169.3,69.1,16.9,37,4
1,0,175,80.1,15.1,55,4
1,1,168,52,17.2,50,4
1,1,167,61.8,23.3,38,4
1,0,180,67,15.3,53,4
2,1,165.4,57.7,24.8,45,4
3,0,174.6,66.6,28.5,41,4
1,0,171.1,73.2,14.6,61,4
2,1,157.5,54.4,24.7,33,4
3,0,163.2,54.1,14,46,4
2,0,167.3,67.6,23.7,54,4
3,0,170.7,64.5,16.7,50,4
1,0,166.8,71.9,13.7,59,4
2,1,168,53.1,24.7,48,4
1,0,178.4,71,10.9,56,4
1,1,168.7,62,30.1,40,4
1,0,172.4,68.8,14.2,65,4
2,1,159.1,52.6,24.6,47,4
1,0,167.4,57.5,14.2,58,4
2,0,174,75.8,15.9,53,4
1,1,166.1,51.7,20.7,49,4
2,0,172.6,76.3,23.4,44,4
2,0,176.5,80.7,23.4,59,4
1,1,166.3,66.4,27.8,47,4
2,0,165,58.72,16.8,53,4
1,1,158.1,56.4,20.5,53,4
1,1,159.6,52.9,25.8,41,4
2,1,162.7,67.2,30.9,35,4
1,1,164.6,52.8,25.4,51,4
3,0,176.2,70.7,15.5,31,4
3,1,154.1,47.8,20.3,26,4
3,0,170.4,69.3,18.6,35,4
1,0,178.2,80.6,17.2,54,4
1,0,175.8,75.7,23.7,58,4
2,0,172.9,82.4,19.2,60,4
1,0,171.8,66.7,17.5,56,4
1,0,170.8,60.7,13.5,56,4
1,1,161,54.2,30.2,61,4
2,0,172.8,74.6,14.5,59,4
3,1,159.4,57.8,22.6,59,4
3,0,166.6,68.1,21.2,38,4
2,1,157.7,44.9,18.4,30,4
1,1,172.3,67.3,30.3,49,4
2,1,164.7,57.8,21.8,52,4
1,1,159.3,49.3,21.3,36,4
2,1,163.2,58.08,26.1,35,4
1,0,180.1,87.3,20,51,4
1,0,179.5,79.3,13.8,65,4
3,1,160.9,52.1,27.2,24,4
2,0,171.9,73.2,24.6,52,4
1,1,163.2,60.9,29.7,47,4
2,0,163.1,60.8,17.9,42,4
2,1,158.5,55.8,21.3,51,4
2,0,165.9,65.2,19.6,50,4
1,0,175.2,72.1,15,56,4
2,1,157.5,48,22.3,38,4
1,0,171,69,15.5,63,4
1,1,163.6,62.68,30.2,45,4
2,1,160.4,56.5,24.8,35,4
1,1,155.3,62.5,28.6,56,4
2,1,164.8,59.9,24.4,45,4
2,1,151.5,48.4,29.5,32,4
1,0,155.2,54.3,13.5,51,4
3,1,157.7,59.8,31,38,4
2,1,168,65.7,27,39,4
1,0,172.2,71.6,15.1,68,4
3,0,172.8,70.5,19.4,35,4
1,1,153.2,58.1,26.4,40,4
2,0,173.5,70.2,13.7,50,4
2,0,178.8,76.7,13.2,52,4
3,0,174.6,70,19,48,4
2,0,180,83.6,13.4,51,4
1,0,175.3,71.2,15.3,60,4
1,1,166.3,53.8,19.7,46,4
1,1,160.3,52.1,26.7,40,4
3,0,166.3,60.2,14.9,46,4
1,0,184.7,85,18.3,55,4
3,0,168.6,73.9,25.6,35,4
1,0,173,65.3,9.5,58,4
1,0,177.9,78.1,16.6,52,4
2,1,167.6,49.8,22.3,35,4
2,1,168.4,61.88,22.7,36,4
2,0,181,74.6,14.2,60,4
3,1,161,51.86,29.9,36,4
1,1,152.9,53,28.2,45,4
1,0,170.4,64.8,20.9,55,4
2,0,175.8,82.6,19.5,48,4
1,1,165.8,60,23,49,4
1,0,185.3,79.3,14,56,4
2,0,174.9,87.4,20.7,54,4
1,1,164.7,55.5,20.65127,48,4
1,0,171.4,74.1,17.9,53,4
1,0,170.2,63.9,13.1,56,4
1,0,165.4,65,13.1,54,4
1,1,160.2,54.9,29.4,57,4
3,1,154.9,54,16.1,25,4
1,0,173,75.6,21.4,54,4
2,0,178.4,76.8,15.3,54,4
1,1,161,55.1,27.3,54,4
1,0,176.6,63.4,11.6,63,4
2,0,168.5,69.24,18,58,4
1,1,155.1,53,22.3,55,4
1,0,178,77.7,10.9,55,4
1,0,175.4,65.5,20.3,71,4
1,0,176,80,11.1,54,4
3,0,166.5,63.5,19,52,4
1,1,161.1,55.7,33,37,4
1,0,174.2,71.7,15.2,53,4
1,1,162.1,60.2,32.3,48,4
1,1,172,63.76,17.8,55,4
1,1,161.4,54.2,27.5,42,4
1,0,183.4,91.1,16,56,4
2,0,171.9,65.4,17.9,58,4
1,0,169.6,65.1,16.3,56,4
2,0,173.4,65.5,18.7,63,4
1,1,160.5,50.7,22.9,44,4
1,0,177.2,67.98,14.4,54,4
2,1,159.6,56.8,28.8,30,4
1,0,179.3,77.8,17.5,63,4
3,0,176.8,77.8,21.1,43,4
2,1,162.8,53.6,19.5,46,4
1,0,174.8,71,16.7,60,4
2,1,158.2,53.1,31.6,38,4
1,1,163.4,56.8,29.9,41,4
2,0,176.5,74.4,10.2,54,4
1,0,166.1,64.1,13,56,4
3,0,174.6,72.4,19.6,42,4
2,0,172.4,73.22,17.9,54,4
2,1,168.7,54.9,11.9,42,4
3,0,176.2,73.4,20.1,36,4
2,0,175.6,79.4,20.5,52,4
1,1,165.3,62.5,29.2,55,4
1,1,155.5,55,26.2,53,4
1,1,162.2,64.42,31.6,43,4
2,1,164.3,57,21.1,31,4
1,1,163.1,51.5,23.6,36,4
2,0,173.5,77.7,16.1,57,4
2,1,161.9,63.5,26.2,30,4
1,0,179.7,75.72,11.9,55,4
2,0,173.3,68.9,17.9,55,4
1,0,171.6,70.4,10.7,61,4
2,0,168.9,53.2,6.6,53,4
1,1,166.5,57,28.2,43,4
2,0,168.9,78.6,17.5,52,4
1,0,171.5,64,16.2,53,4
2,1,173.6,63.8,22.3,40,4
1,0,180.2,76.6,19.8,53,4
1,0,177.5,74.7,14.6,70,4
2,1,159.6,52.3,30,35,4
1,1,167.9,67.7,34.7,58,4
1,0,180.6,71.6,18,67,4
2,0,170.4,75.4,18.2,56,4
2,0,181.9,70,9.8,56,4
3,0,165.9,63.6,18.3,46,4
1,0,167.6,72.7,18.6,67,4
2,0,168.9,68.5,16.4,52,4
2,0,173,71.3,15.6,50,4
3,1,155.8,45.8,23.6,31,4
2,1,166.1,49.6,23.5,31,4
1,1,159.9,46.3,21.6,49,4
2,0,170.7,70.6,14.1,47,4
1,0,173,80.2,22.2,54,4
1,1,161.1,50.5,26,44,4
2,0,179.8,77,13,53,4
1,1,158,54.6,28.2,50,4
2,1,160.7,46.7,22.8,45,4
1,1,165.2,47.6,25.2,34,4
1,1,157.1,53.4,29.7,35,4
2,0,175.8,68.5,15.8,49,4
1,0,168.9,65.7,12.5,54,4
1,0,174.5,71.3,12.1,59,4
3,1,166,47,20.1,26,4
2,1,161.4,52.6,23.4,42,4
2,0,178,77,15.1,66,4
2,0,181.1,81.1,14.4,54,4
1,1,157.3,67.44,27.8,43,4
3,0,164.7,67.5,15.2,45,4
2,0,177.2,80.5,20.1,45,4
2,0,174.5,71.1,18.4,53,3
1,0,173.8,67.7,17.1,45,3
2,1,165.4,55.4,22,27,3
2,0,174.9,77.2,36.9,42,3
1,0,185,84.6,14.4,55,3
1,0,169.2,70.6,21,53,3
1,1,162.7,47.2,18.9,36,3
2,0,170,63.3,12.9,49,3
2,1,151.5,52,27.6,39,3
2,0,183.6,76.82,16.3,55,3
3,0,164.2,64,19.8,38,3
2,1,168.3,69.3,31.9,33,3
3,0,166.7,56.9,16.5,30,3
3,1,165,63.7,31.4,30,3
2,0,174.2,77.6,17.8,48,3
3,1,160.2,62.4,33.3,15,3
2,0,174,75.2,18.5,50,3
1,0,170.4,74.3,19.5,54,3
3,1,158.6,62.7,34.6,12,3
2,1,157,54.1,26.8,25,3
3,0,177,68.7,18.3,35,3
2,0,171,66.2,17.3,49,3
2,0,176.4,71.7,17.9,56,3
1,0,175.4,86.4,19.8,48,3
3,0,173,70.9,19.5,44,3
1,0,170.3,74.6,22,53,3
1,1,166.2,59.7,21.9,38,3
2,0,173.2,73.77,19.5,59,3
2,0,169.2,68.7,15.2,64,3
1,1,156.9,46.9,23,38,3
1,0,172.1,64.5,16.8,63,3
1,0,184.8,84.6,17.2,56,3
2,0,169.5,71.9,20.6,66,3
1,0,167.9,70.7,25.3,53,3
3,0,165.6,67.6,25.7,41,3
2,1,166.9,64.1,30.5,37,3
2,0,171.6,66.3,20.5,46,3
3,1,154.9,51.6,24.1,31,3
1,0,176,72.86,18.6,53,3
3,0,168.5,66,24.1,30,3
1,1,155.5,64.4,34.8,43,3
3,1,163.9,52.5,19.6,26,3
3,0,163.7,63.9,23.3,29,3
2,1,159.2,45.3,19.6,36,3
2,0,172.1,65.64,19.9,39,3
3,0,168.5,74.9,30.1,29,3
3,0,165.8,61.3,8.5,33,3
1,0,187.4,84.4,18.8,49,3
3,1,152.7,46.9,27.5,20,3
1,0,173.8,68.4,13.9,49,3
2,0,170.8,72.2,24.1,60,3
1,0,178.9,75.5,17.2,55,3
1,0,179,82.8,15.4,56,3
1,0,180.9,77.1,19.9,52,3
1,1,163.8,54.2,28.4,41,3
3,0,171.9,60.9,16.7,28,3
3,0,166.1,67.8,25.9,34,3
1,1,160.9,63.7,36.1,37,3
3,1,146.5,56.16,37.3,12,3
1,0,168.8,63.9,26,49,3
1,1,161.4,55.9,35.2,30,3
1,0,180.2,103.4,24.7,46,3
1,1,160.7,56.6,29.2,32,3
3,0,165.4,74.8,27.5,56,3
1,1,169.2,64.9,35.3,39,3
2,0,169.9,67.1,17.9,59,3
3,0,165.8,63.9,20.7,28,3
1,0,175.1,75.5,13.8,66,3
2,0,169.8,84.1,25,40,3
1,1,158.8,56.9,27.6,37,3
2,0,179.3,73.4,18,47,3
2,0,163.7,65.5,23.6,42,3
3,1,157.6,58.2,29.2,27,3
2,1,167.5,65.8,26,50,3
3,0,170,75.5,20.6,40,3
1,1,159.3,54,21.3,33,3
2,0,179.9,82.2,18,61,3
2,0,167.9,72.4,20.7,60,3
1,1,168.4,60.2,34.2,32,3
1,1,162.8,59.7,32.6,47,3
3,0,163.8,68.5,30.9,26,3
1,0,170.1,67.1,16.4,51,3
3,0,165.2,67,28.4,38,3
1,0,175.3,63.7,9.9,55,3
2,0,177.3,82.7,23.8,51,3
3,0,169.4,76.1,24.3,28,3
2,1,158.1,51,14,30,3
2,0,181.2,86,23,44,3
3,1,154.6,58.9,41.3,27,3
2,1,165.8,55.78,26.7,30,3
2,0,173.1,77.6,22.8,47,3
2,0,175.7,81.2,22,42,3
1,1,158.5,49.3,27,59,3
1,0,185,85.8,23.6,55,3
3,0,176,68.9,18.9,44,3
1,0,175.4,69.9,14.9,58,3
1,1,161.4,61.8,29.8,41,3
2,0,160,59.3,20.2,40,3
1,0,177.1,71.4,18.1,57,3
2,1,166.2,51.8,16.5,40,3
3,0,164.5,64.02,17.8,26,3
2,0,176.5,69.3,12.7,58,3
1,0,179,79.1,5,46,3
3,1,153.9,43.8,23.2,19,3
2,0,176.3,71.8,21.2,45,3
2,0,178,78.2,19.4,48,3
1,0,179.6,70,13.1,51,3
3,1,153.2,50.1,28.2,21,3
2,0,166.9,69.5,26.8,43,3
2,0,175,71,19.7,57,3
1,0,175,72.6,22,58,3
3,1,162.4,56.2,23.7,19,3
3,1,154.6,53.2,25.1,23,3
2,1,167.8,65.7,30.1,43,3
1,1,164.8,52,22.1,42,3
3,1,150.9,54.4,32.6,21,3
1,1,160.8,48.9,27.3,47,3
1,1,168.1,57.5,30.2,30,3
3,1,153.3,54.9,30.4,19,3
2,1,166.2,60.4,23.2,28,3
3,1,157.1,66.2,39.9,27,3
1,0,171.4,69.4,15.7,45,3
1,0,167.3,63.3,12.4,56,3
1,1,166.6,66,30.2,40,3
2,0,172.5,78.7,22,38,3
2,0,168.1,67.1,17.7,44,3
2,0,170,83.6,20.8,57,3
1,0,174.8,81.8,22.7,48,3
3,1,155.1,52.2,31.8,30,3
1,0,185.9,69.5,11.9,54,3
1,1,159.3,49,20.9,54,3
1,1,164.2,47.4,22.3,44,3
2,0,172.2,70.9,20.5,44,3
1,1,168.2,54,15.9,39,3
3,0,165.5,74.2,35.2,27,3
1,0,171,77.4,22,49,3
1,0,177,79,17,58,3
1,1,160.7,58.2,28.5,31,3
2,0,173.5,77.7,24.7,39,3
1,1,168.6,71,33.9,30,3
1,1,162.1,56.9,25.14121,37,3
1,0,171.8,74.8,24.1,45,3
1,0,179.4,70.5,17.8,51,3
3,0,177.7,73.9,19,31,3
1,0,172.3,65.9,14.4,50,3
1,0,169.1,64,22.6,49,3
1,1,158.4,57.22,27.8,43,3
3,0,169.7,73.9,28.1,35,3
1,0,177.9,65.2,10.6,53,3
2,0,167.7,67.9,15.6,57,3
2,0,164.6,66,15.7,46,3
1,1,158.6,45.8,24.2,29,3
3,0,174.5,72.4,20,39,3
3,1,163.3,55,25.6,25,3
2,1,162.1,45,19.4,27,3
3,0,167.5,65.5,17.8,34,3
2,0,172.5,80.8,19.9,55,3
1,1,153.9,58.8,32.3,45,3
3,0,164.3,74,29.3,28,3
1,0,173,70.3,11.2,54,3
1,1,166,55.8,26.4,38,3
2,0,185.6,87.1,19.5,41,3
1,1,158.7,67.2,36.8,32,3
1,1,159.6,50.8,27.3,36,3
1,0,176.5,69.88,17,50,3
3,1,158.6,59.74,27.1,20,3
3,0,172.5,73.9,21.2,36,3
3,0,170.4,68.8,23.4,47,3
2,0,168.4,75,19,41,3
2,0,168,83.5,22.9,61,3
2,0,167.1,59.9,18.8,42,3
3,1,159,59.5,30,32,3
1,0,184.3,89.5,17.8,54,3
1,1,154.5,60.4,33.8,28,3
2,1,159.4,69.2,35.9,31,3
1,1,166.3,52.3,26.5,43,3
1,0,174.8,72.4,11.6,52,3
3,1,157.8,57.6,32,19,3
3,1,149.1,60,37.1,20,3
3,0,170.8,72.3,24.2,29,3
2,0,176,78.4,22.8,46,3
3,0,164.7,55.8,17.7,27,3
3,1,154.3,62.7,30.2,29,3
3,0,167.6,57.5,15,28,3
1,0,172.1,73,17.8,47,3
3,1,150.2,51.9,37.4,19,3
3,0,167.3,54.7,18.7,38,3
1,0,176,70.8,16.7,66,3
1,0,176.1,73.7,18.1,57,3
3,0,163.4,62.1,27.3,27,3
3,0,169.3,68.8,23.5,36,3
2,0,173.7,68.5,23.2,43,3
2,0,170.2,85.4,21.3,42,3
2,0,176.5,77,15.9,47,3
3,1,162.8,58.2,23.8,26,3
3,1,160.4,62.4,32.7,15,3
2,0,167.2,60.6,22.3,41,3
1,0,168.7,61,12.1,59,3
2,1,164.7,55.3,28,26,3
1,1,155.8,50.4,26.3,32,3
2,0,179.3,86,23.5,46,3
2,0,169.4,77.1,22.8,47,3
1,1,165.3,55.4,26.8,28,3
2,1,161.9,67.9,16.5,39,3
1,1,163,58.9,28.6,44,3
1,0,183,71.1,15.4,54,3
1,1,160.7,70.4,38.1,33,3
1,0,183.3,77.7,18.3,50,3
3,0,166.1,70.9,25.4,54,3
2,1,158.1,62.1,29.1,32,3
1,0,172.6,71.7,13.4,62,3
1,0,176.5,70,15.1,51,3
3,1,159.5,53.9,31.3,24,3
2,0,167.7,72,24.9,41,3
1,0,183.2,74.4,9.5,64,3
1,0,180.9,91.2,23.4,55,3
2,0,171.3,71.9,19.4,48,3
3,0,170,74.8,26.9,29,3
1,0,183.3,76.5,13.8,59,3
2,0,179.1,72.3,16.3,39,3
1,0,170.5,68.4,13.5,48,3
1,0,171.8,70.4,17.1,55,3
2,1,163.7,49.1,25.8,38,3
3,0,166.2,62.5,23.5,32,3
1,0,172,65.9,18.6,54,3
1,0,173.4,72.32,18.7,52,3
1,1,164.6,54.1,27.6,50,3
2,1,162.3,55.1,26.8,36,3
3,1,156,62.2,33.2,23,3
3,0,163.8,68.6,24.7,32,3
1,0,171,69.2,16.6,49,3
1,1,164.7,68.1,38.6,42,3
2,0,169.3,60.7,12.8,53,3
3,0,171.7,59.3,24,31,3
2,0,181,78.8,17.6,52,3
1,0,178,67,18.2,50,3
2,0,175.3,88.2,26.7,57,3
1,1,163.6,60.4,35.6,45,3
2,0,169,76.1,19.1,52,3
2,1,166.2,57.4,23.7,40,3
3,0,167,69.7,17.2,40,3
3,0,162.1,54,9,46,3
2,0,170.9,73.5,21.7,54,3
2,0,183.4,89.9,20.6,53,3
2,0,172.2,66.9,17.6,39,3
2,0,175.9,71.3,23.4,46,3
1,0,170.4,63.3,13.1,48,3
2,0,178.6,98.3,31.7,43,3
1,0,169.3,65.4,20.4,50,3
3,1,150.7,55,33.3,24,3
2,1,158.2,64.3,33.6,30,3
1,0,177,87.5,23.8,56,3
1,1,171,71.8,33.2,35,3
1,0,174.6,70.3,13.3,56,3
3,0,171,72.3,23,32,3
1,0,178.2,75.7,17.2,57,3
3,1,164.4,57.9,34.9,23,3
2,1,154.2,46.5,23.8,36,3
1,0,172.6,68.5,15.7,50,3
2,0,176.9,79.6,28.2,42,3
2,1,158.3,54,23.5,33,3
2,0,171.6,67.16,11.8,46,3
1,1,153.2,53.3,22.1,40,3
3,1,160,69.2,39,18,3
3,0,177.3,74,19.9,30,3
1,0,167.4,75.4,31.7,56,3
1,1,166,79.5,34,39,3
1,0,170.8,68.2,15.5,57,3
3,0,165,60.9,15,34,3
3,1,154.4,52.1,31.6,21,3
2,0,162.9,62.1,22,38,3
1,1,166.1,52.6,20.8,36,3
2,0,177.7,71.6,11.4,58,3
3,0,171.9,64.3,17.3,31,3
1,0,175.1,68.7,17.2,52,3
1,0,175.3,82.1,17.5,47,3
2,1,171,67.8,28.3,44,3
1,1,161.7,61.5,27.5,37,3
1,1,165,63.86,35.3,40,3
3,1,158.9,59.4,32.9,17,3
1,1,167.9,65.2,22.5,29,3
2,0,183.1,70.8,12,44,3
1,0,168.3,66.5,13.9,70,3
3,1,158.7,53.1,25.5,19,3
1,1,167.1,62.3,30.3,38,3
2,0,180.1,76.4,19.4,42,3
1,1,162.4,67.8,28.6,50,3
1,1,161.6,59.1,32.7,35,3
2,1,165.6,60.4,27.1,29,3
1,0,179.7,67.98,14.8,50,3
2,0,173.3,59,10.4,51,3
2,0,177.2,85.28,16.8,54,3
2,1,161.4,51.9,19,22,3
3,0,163.5,70.3,29.7,30,3
2,1,169.9,73.7,33.9,32,3
2,0,181,74.9,16.8,48,3
1,0,174.8,67.5,13.3,53,3
1,0,163,61.7,20,49,3
2,1,166.5,58.5,24,37,3
1,0,178.8,78.9,18,58,3
1,0,174.2,64.5,12.5,51,3
2,0,175.1,74.4,18.8,42,3
3,0,165,61.6,19,38,3
2,0,177.8,89.7,21.4,53,3
2,0,181.9,95,16.9,62,3
2,0,172.2,93.4,30.9,46,3
3,1,158.4,58.1,33.1,17,3
2,0,160.4,63.42,19.2,56,3
1,1,164.4,52.4,29.1,35,3
1,1,161,51.9,26.2,35,3
1,0,167.8,61.74,16.1,49,3
1,1,166.7,58.5,31.3,39,3
2,0,179.1,86.1,24.6,50,3
2,0,172,71.02,21.3,44,3
1,0,185.2,71.7,8.3,58,3
3,1,153,53.2,27.7,13,3
1,1,160.6,48.2,18,33,3
2,0,166.2,51.1,8.6,39,3
2,1,149.3,50.5,34.3,28,3
1,0,171.3,62.2,18.1,58,3
3,0,175,68,19,37,3
2,1,157.1,52.7,16.7,49,3
2,0,173.7,74.2,19.2,36,3
1,0,179,79.4,16.8,56,3
1,0,173.6,74.1,15.6,52,3
1,0,174.3,86.6,20.4,46,3
1,1,158.1,49.6,26.2,29,3
2,0,173.8,72,18.6,48,3
1,0,183.6,81,16.1,61,3
1,1,168.1,60.7,24.9,33,3
1,0,183.1,83.6,11.6,50,3
1,1,164,72.9,40.4,32,3
2,0,174,78.8,20,45,3
2,0,180.3,83.3,20.4,52,3
2,0,177.8,77,19,45,3
2,0,172,73,24.1,50,3
1,0,162.2,65.3,18.3,57,3
2,0,173.3,70,14.2,38,3
2,1,160.8,55.9,28.2,26,3
3,0,176.9,80.8,24.3,38,3
1,0,168.4,71.9,19.9,47,3
3,1,153.6,52.8,28.6,24,3
1,0,178.9,81.4,21.1,50,3
3,0,166,63.32,23.8,33,3
2,0,172.4,69.9,23.2,40,3
2,1,160.7,58.4,31.5,27,3
1,0,171.2,60.4,13.6,45,3
3,0,167.6,68.4,17,32,3
2,1,166.7,58.6,22.4,27,3
2,0,177.3,70.4,20.7,59,3
1,0,173,72.8,8.4,64,3
1,0,184.5,88.1,21.3,50,3
1,0,168.7,62.32,15.8,61,3
