"나이","체지방률","악력","앞으로굽히기","윗몸일으키기","멀리뛰기","등급","bmi"
27,17.5,23.1,21.5,23,176,"C",16.9
63,36,27.3,22.1,18,126,"C",24.4
30,29.2,20.4,12.3,28,128,"C",20
50,31,23.1,15,20,52,"C",22.5
43,30.2,26.7,18,20,143,"C",23.1
63,23.6,23.1,19.7,8,143,"C",19.3
21,23.2,22.8,33.3,30,184,"C",20.1
61,27.8,25.6,13.9,10,84,"C",26.1
38,42.6,24,15.1,22,129,"C",24
25,21.3,22.9,16,22,163,"C",17.3
29,22,34.7,21.9,43,170,"C",21.5
45,27.2,27.4,18.6,34,161,"C",20.4
28,21,20.2,13,36,165,"C",19
24,33.5,23.2,18,36,155,"C",20.7
23,16.8,35.3,15.3,30,166,"C",22.6
21,37.3,21.9,17,24,115,"C",22.1
38,34.2,25.3,15,23,165,"C",22.4
22,31.1,21.8,17.9,27,109,"C",20.4
47,32.6,24.1,15.4,21,150,"C",22.3
59,32.8,23.9,20,11,144,"C",24.7
50,24,23.4,28.6,17,175,"C",20.4
21,33,32,28.9,27,194,"C",23.1
63,26,24.3,15.6,24,137,"C",21.5
33,26.1,22.3,28.2,38,179,"C",21.6
26,27.5,22.8,13.7,31,172,"C",21
26,36.9,25.6,19.7,26,161,"C",24.8
21,35.3,31.2,20.6,40,168,"C",22.4
31,26.6,24.2,10.3,39,170,"C",20.1
60,25.5,21.1,15.3,14,140,"C",23.2
25,26.9,24.5,18.2,43,132,"C",17.9
41,28.8,22.6,22.5,34,143,"C",25.1
62,26.4,26.9,24.4,21,123,"C",24.5
28,25.4,32.5,27,48,207,"C",21.5
63,35.9,24.7,23.7,9,105,"C",24.4
59,27.9,21.3,27.6,25,105,"C",20
23,24.6,30.4,26.8,26,152,"C",21
62,33.5,27.3,13,21,118,"C",24.1
31,31.4,33,21.9,44,138,"C",24.6
44,23.7,22.4,26.6,41,128,"C",20.4
40,32.5,20.4,11.5,41,154,"C",20.6
39,25,21.5,10.3,24,155,"C",17.3
26,22.7,19.3,14.4,24,130,"C",18
39,31,22.7,15,23,155,"C",21
25,24.8,25.8,24.9,24,185,"C",20.9
22,33.8,20.5,19.9,25,133,"C",22.6
25,33,24.2,19.7,32,175,"C",24.3
57,29.9,24.2,20.1,11,125,"C",20
44,27.6,24.9,12.6,40,161,"C",24.4
58,27.6,33,14.1,13,132,"C",23.5
39,16.8,30.6,23.5,29,140,"C",17.8
25,26,19.9,25.9,26,173,"C",18.6
25,30.9,25.1,13.8,39,143,"C",23.3
55,36.6,22.8,12.7,21,158,"C",23.9
62,35.4,19.1,16.1,17,102,"C",24.5
27,29.3,24.9,16.9,38,160,"C",22.1
35,35,20.1,15.3,20,136,"C",23
55,28.7,21.6,24.5,27,87,"C",26
41,30.9,25.6,21.4,24,170,"C",22
29,32.1,21.2,23,30,138,"C",21.5
51,33.4,24.1,15,20,157,"C",22.6
54,39.5,21.3,21.3,21,126,"C",22.8
64,33.9,23.3,11.8,13,106,"C",22
24,30.3,12.4,11.9,30,118,"C",18.3
21,29.1,25.1,21.2,32,146,"C",23.1
33,21.6,31,12.9,52,193,"C",21.1
52,22.7,19.7,25.1,17,119,"C",19.2
59,33.3,17.6,12.6,17,90,"C",20.5
31,35.2,20.5,20.5,37,138,"C",24.5
21,26.2,24.4,31.2,41,226,"C",22.6
52,36.5,24.2,17.9,19,133,"C",21.8
36,28.4,24.7,18.2,36,147,"C",20.1
57,31.2,23.7,20.2,10,128,"C",20
49,32,29.4,17,20,136,"C",22.7
25,24.7,26.2,29.7,43,175,"C",23.4
51,34.1,27.9,14.9,14,110,"C",23.2
38,24.4,31.2,17.4,40,178,"C",26.2
51,32.8,27.1,18.8,26,137,"C",22.2
22,24.8,24.5,25,29,170,"C",17.7
21,27,23.3,11,24,155,"C",19.8
58,31.5,23.9,13.1,21,134,"C",22.9
24,26.3,27.6,24.7,35,176,"C",20.6
61,33.4,24.9,15.6,23,105,"C",23.6
23,27.5,24.4,20,23,174,"C",19.4
47,28.9,16.7,11,20,130,"C",21
23,23.7,25.1,24.4,48,172,"C",21.2
63,22.5,22,12.3,14,94,"C",17.8
59,33.9,27.4,15.3,15,146,"C",23.6
56,24.7,21,12.6,23,160,"C",21
21,34.3,26,16.8,29,152,"C",23.1
35,28.4,28.9,16.2,25,161,"C",25
63,27.4,21.6,14.7,20,154,"C",22.9
53,31.8,25.6,23.9,24,111,"C",21.4
23,28.5,27.1,18.8,39,155,"C",21.6
37,23,23.6,14.8,20,155,"C",17.6
21,34.9,20.8,21.5,40,160,"C",19.7
30,31.7,23.4,22.2,46,171,"C",24.1
31,24.8,23.8,13.3,22,153,"C",21.1
61,29,23.3,14.1,22,133,"C",23.4
43,26.1,20.7,11.3,28,168,"C",20.7
22,18.9,31.2,34.5,25,145,"C",16.9
60,38.7,26.7,21.5,12,127,"C",24.7
25,26.8,28.4,12.9,40,190,"C",21.8
49,32.9,26.1,18.3,24,146,"C",22.9
58,27.5,22.3,11.9,16,133,"C",20.5
22,25.9,25.2,14.8,30,164,"C",17.9
33,29.7,25.4,21.6,44,170,"C",21.9
27,14.1,17.7,15.2,25,172,"C",18.4
52,29.7,27.7,22.4,19,106,"C",22
50,30.9,27,15.2,15,141,"C",24.2
62,25.6,21.3,18.3,8,115,"C",22.8
64,32.1,19,19.8,19,132,"C",23
23,23.8,27.5,29,44,125,"C",19.5
21,24.2,32.7,17.2,27,195,"C",19.8
22,35.5,27.5,11.3,30,160,"C",23.9
25,26.7,22.5,15.8,26,146,"C",20.8
21,32.3,29.4,12.6,40,157,"C",21.9
32,32.2,26.1,23.2,35,163,"C",23.4
34,22.4,21.2,26.6,24,157,"C",20.2
41,32.8,21.7,12.5,33,145,"C",20.7
56,25.4,14.6,14,14,124,"C",20.2
53,26,17.4,14,36,150,"C",21.9
58,25.3,28.2,23.5,33,140,"C",21.8
37,23.4,21.6,18.5,29,133,"C",20.5
47,26.3,26.3,13,32,161,"C",18.7
63,35.3,20.1,19.1,19,118,"C",24
48,26,24,24.7,32,174,"C",16.2
21,27.1,26.9,19.8,40,177,"C",22.7
47,20.5,25.2,26.7,19,169,"C",19.5
40,27.4,28.4,17.8,31,176,"C",21.7
50,31.3,27.7,18.3,15,136,"C",24.1
26,31.5,24.2,24.5,29,148,"C",20.5
23,33.7,29,33,33,153,"C",23.4
22,23.6,31.7,16.8,32,136,"C",21.4
50,23.6,24.7,20.4,13,146,"C",22.2
46,20.3,28.7,12.7,18,161,"C",23.2
59,32.8,24.8,25,12,127,"C",23.1
61,27.3,24.7,13.8,23,125,"C",21.1
61,27.5,22.9,19.6,8,122,"C",22.1
21,24.7,24.5,14.9,44,186,"C",22
32,28.5,24.8,12,34,146,"C",20.7
22,22.9,36.9,22.9,47,190,"C",19.1
46,28.1,17.6,17.4,21,142,"C",22.9
40,29,28.4,29.4,37,134,"C",21
50,30.5,24.7,14.8,15,142,"C",26.6
31,22.2,18.6,18.3,37,151,"C",18
44,24.6,28.3,14.8,21,142,"C",22.6
22,25.7,30.5,24.7,45,188,"C",22.6
31,26.3,24.5,22.7,58,148,"C",20.7
22,34,22.4,10.6,38,173,"C",22.6
60,27.7,14.3,21.7,23,119,"C",21.6
58,32.3,19.4,14.6,13,120,"C",24.8
24,27.2,26.1,22.5,28,157,"C",19.5
36,25.2,19.6,14.7,22,154,"C",19.2
21,31.9,18.4,20.2,39,182,"C",21.5
57,25.3,27.1,20.7,13,128,"C",21.5
54,33.4,23.2,13.1,19,116,"C",22.8
35,24.4,29.7,10.5,40,194,"C",22.5
30,25.4,22.2,13.1,30,134,"C",20.2
63,17.9,19.3,13.6,7,129,"C",19.2
64,26.3,23.3,12.3,19,125,"C",23.3
23,26.9,25.4,22.8,46,176,"C",19.2
45,33,24.6,22.5,19,117,"C",24.8
24,21,23.7,13,48,166,"C",16.8
56,32.5,24.2,21.2,10,140,"C",24.6
59,28.6,24,11.9,11,126,"C",20.9
21,34.2,24.7,22,46,166,"C",23
40,27.9,21.8,12.7,19,153,"C",20.5
21,25.4,21.9,28.5,28,158,"C",16.3
30,27.2,21,20.6,23,135,"C",20.5
26,33.7,26.1,17.6,51,178,"C",22.4
31,28.9,21,10.4,43,150,"C",20.6
47,27.8,19.3,19.4,18,150,"C",20
48,17.8,37.1,25.8,34,161,"C",23.5
62,34.6,18.5,18.1,10,107,"C",24.4
56,31.2,23.5,19.2,31,143,"C",24.9
24,21.5,30.6,12.2,40,194,"C",19.6
24,35.3,28.4,12.8,35,148,"C",24.5
30,23.3,28.2,13.8,49,174,"C",19.8
29,22,26.9,30,46,157,"C",20.4
43,31.8,23.6,20,21,153,"C",22.7
21,32.4,20.6,15.6,34,141,"C",21.8
53,30.7,18.4,15.8,32,127,"C",21.3
45,15.4,25.2,13,31,166,"C",19.3
52,25,24.2,12.5,18,149,"C",19.7
61,26.1,19.7,14.4,12,156,"C",19.6
58,35.3,21.8,14.9,29,146,"C",23
21,25.4,21.2,25.4,44,185,"C",22.8
23,24.5,22.4,12.5,30,160,"C",19.5
23,24.2,22.5,22.1,34,183,"C",19.6
37,33.6,27.7,16.3,23,155,"C",21.3
61,28.3,20.7,11.8,7,126,"C",20.6
25,31.7,31.9,10.6,35,163,"C",22.7
29,26.8,30.3,20,24,149,"C",23.4
21,38,25,16.5,33,160,"C",22.9
54,37.2,22.6,15.8,20,162,"C",24.9
47,27.7,20.7,19.5,28,136,"C",21.3
46,30.9,22.1,20.5,20,138,"C",22
29,19.4,20.8,26.5,35,161,"C",19.1
23,36.7,26.2,21.9,27,148,"C",21.9
36,28.2,19.6,20.5,34,136,"C",21.8
21,12.2,29.7,22,38,170,"C",19
23,30.1,25.9,13.2,35,142,"C",24.3
47,26.3,24,20,21,130,"C",20
63,31.6,23.4,13.4,19,104,"C",24
39,25.5,24.3,21.8,24,127,"C",19.9
31,35.9,26.7,18,41,139,"C",24.6
64,33,19,18.2,10,108,"C",21.9
25,24.5,26.2,21,35,183,"C",19.5
39,26.5,29.6,18.5,24,165,"C",23
64,40.1,23.2,13.2,15,135,"C",23.7
40,33.7,23,10.9,35,121,"C",24.4
63,33.1,20.9,14.6,18,138,"C",24
21,25.9,26.8,12.2,47,202,"C",19
62,33.1,18.2,13.5,30,135,"C",21.9
21,27,20.1,18.5,28,185,"C",19.9
24,27.8,20,13,26,100,"C",19.1
23,26.3,24.4,24.9,42,163,"C",17.1
50,30,23.8,15.1,23,146,"C",26.1
22,30.8,19,27.9,36,157,"C",18.2
23,34.6,29.6,12.6,51,183,"C",23.7
56,24.6,24.6,12.8,36,146,"C",22.4
64,24.7,22.5,24.5,10,101,"C",21.2
36,35.9,24,21.9,20,149,"C",22.1
31,30.6,33.1,13.6,38,179,"C",24.3
32,21.4,25.2,12.5,21,158,"C",19.9
31,24.4,22.5,17.4,20,161,"C",20.4
24,25.9,20,19.4,24,143,"C",20
22,25.4,28.1,21.7,42,172,"C",17
22,30.9,21.9,18,23,114,"C",21
22,32.2,28.3,17,25,176,"C",23
35,29.1,26.9,13,50,145,"C",21.6
23,27.4,28.8,24.5,28,125,"C",20
29,26.2,18,19.9,26,150,"C",19.9
25,23.9,21.6,21.9,35,136,"C",19.7
28,32.1,25.5,12.9,26,174,"C",22.8
50,31.1,22.9,20.6,13,147,"C",24.2
37,21.1,28.1,26,21,170,"C",20.6
64,35.9,18.7,19.1,29,90,"C",22.1
23,18.4,27.7,14.4,44,178,"C",21.1
26,26.3,19.1,13.6,29,142,"C",20.7
25,24.3,21.2,14.4,21,144,"C",20.2
30,33.7,28,13,42,121,"C",23.8
36,27.3,20.9,19.8,31,166,"C",21.9
58,23.6,17.4,19.8,12,123,"C",21.3
30,26.7,25.7,19.1,37,152,"C",23.2
28,26.8,22.4,26.5,38,153,"C",23.3
55,23.1,20.9,15.7,16,142,"C",20.6
25,31.2,23.8,14,32,149,"C",22.7
26,29.2,26.2,14,25,177,"C",19.1
23,25,21.7,15.6,38,181,"C",17.1
21,34.9,24.6,10.3,29,151,"C",22.4
41,21.1,23.3,11.1,38,164,"C",20.9
32,31.6,36.4,12.2,46,170,"C",22.8
49,26.7,33,13.2,32,144,"C",23
22,32.1,23.2,21.3,24,170,"C",22.3
22,38.8,24.6,12.8,25,144,"C",24.2
22,21.4,23.5,14.1,48,187,"C",18.9
22,31.8,17.5,11.1,27,130,"C",20.7
49,30.2,25.8,15.1,22,116,"C",21
38,27.6,20.7,17.5,25,125,"C",19.4
55,33.7,28.4,22.5,10,160,"C",21.6
54,27.5,21.1,14.4,13,146,"C",19
57,18.4,24.2,13.6,33,160,"C",17.5
34,31.7,21.8,24.8,37,158,"C",21.9
48,32.4,23,18.9,20,140,"C",22.4
38,33.4,25.9,18.5,30,139,"C",24
56,31,22.4,15.6,13,120,"C",23.9
38,31.2,22.5,18.6,19,141,"C",20.9
22,29,27,10.8,25,140,"C",20.5
28,31.8,25.9,18.1,43,175,"C",25.2
25,23.7,17.4,13.5,28,131,"C",17.1
61,30.3,23.7,20.2,8,105,"C",21.9
56,29.1,24.8,23,13,125,"C",20
21,24.9,24.6,17.3,24,117,"C",18.4
34,32.4,19.7,20.4,26,140,"C",22.4
26,34,27.5,15.2,28,157,"C",23.1
38,18.2,26.2,13.8,22,181,"C",18.3
59,32.3,22.7,14.7,20,128,"C",24.6
36,28,30.6,12,46,191,"C",21.9
41,21.4,25.4,16.4,23,131,"C",17.8
47,26,33.1,11.5,50,151,"C",24.3
35,31.7,24.3,24,19,136,"C",22.4
60,28.7,23.9,21.8,9,102,"C",20.8
21,22.8,22.4,23.8,26,155,"C",19.2
54,34.6,17.4,24.4,31,125,"C",24.7
25,31.1,23.5,18.9,22,135,"C",18.9
25,33.5,24.1,19.1,22,132,"C",23.6
43,36.1,26.9,17.7,32,143,"C",24.5
22,31.7,27.3,13.2,46,158,"C",20.5
23,23.2,26.5,13.7,32,147,"C",19.2
60,31.6,26.8,13.7,18,140,"C",22.7
47,37.2,25.1,16,17,160,"C",23.9
62,29.4,25.4,15.2,20,101,"C",21.6
33,33.4,23.9,10.2,25,165,"C",22.6
26,30.5,19.9,12.9,32,149,"C",19.1
61,34.7,23.2,16.7,10,78,"C",24.3
38,25.9,25.6,10.5,46,184,"C",19.5
28,28.1,25.3,20.5,22,124,"C",19.3
48,28.6,28.3,20.3,18,152,"C",22.7
45,26,18.3,17.5,38,135,"C",21.7
47,39.1,25.6,13.5,20,116,"C",23.8
59,31.9,26.7,19.3,21,118,"C",23
33,22.8,25.9,21.9,35,166,"C",23.3
21,30.9,22.1,22.6,27,160,"C",21
26,25.2,26.3,11.6,34,167,"C",19.5
40,29,24.6,17,19,140,"C",21.7
56,30.6,24.5,19.4,9,122,"C",24.3
59,35.5,22.8,15.1,9,110,"C",21.9
25,30.7,22.8,21.9,28,161,"C",20.8
56,20.3,23.5,16.8,15,141,"C",21.1
63,37.1,20.3,14.9,15,51,"C",21.6
21,30.7,25.2,22.7,30,132,"C",22.3
35,26.1,23.1,12.8,31,140,"C",20.3
41,18.8,25.1,20,21,170,"C",20
61,32,21.9,24.9,19,106,"C",24.7
64,28.4,25.6,14.9,22,101,"C",19.3
26,29.7,27.7,16.8,36,157,"C",19.8
28,29.3,21.3,18.5,26,146,"C",18.9
41,26.4,24.3,11,20,155,"C",19.8
24,13.3,22.2,11.8,27,154,"C",19.1
26,28.8,32.6,11.1,41,156,"C",23
49,35.5,23.2,10.9,21,120,"C",20.9
56,32.4,24.1,18.9,15,142,"C",23
21,26.5,24.9,24.2,26,172,"C",20.5
25,28.3,23.8,11.6,45,161,"C",18.5
59,27.8,21.4,14.4,15,135,"C",17.5
21,36.5,28.2,17.1,34,150,"C",23
23,29.9,15.7,10.8,30,146,"C",20.3
46,29.7,21.6,14.2,16,130,"C",22.5
45,22.6,22.7,14.4,28,145,"C",20.1
57,32.4,26.6,13.6,18,134,"C",24.9
28,34.9,23.9,10.1,43,163,"C",24.1
61,28.3,21.8,27.5,29,151,"C",21.6
32,28.9,23.8,9.8,37,169,"C",22.9
44,28,25.9,21.6,21,141,"C",21.6
39,28.7,24.9,14.3,35,154,"C",22.3
22,32.8,23.3,20.1,37,131,"C",23.4
22,29.4,30.3,13,30,181,"C",20.8
54,33.6,28.3,17.4,17,130,"C",24.5
62,22.3,21.7,16.1,8,137,"C",19.7
22,32.7,24.5,14.5,40,127,"C",24.3
40,28,27.6,13.4,26,168,"C",22.7
36,33.2,27.7,14.3,25,150,"C",23.9
24,23.4,27.4,14.2,50,184,"C",18.3
39,32,23.3,28,35,159,"C",19.4
57,34.7,20.3,20.4,35,139,"C",24.6
22,26.6,23.2,12.7,27,156,"C",18.9
45,30.4,22.4,12.6,17,149,"C",21.4
54,27.8,30,13.4,19,151,"C",20.5
27,22.9,22.9,11,48,185,"C",20.1
62,28.9,24.2,12.5,18,130,"C",26.7
32,30.1,29.1,11.3,24,134,"C",21.7
55,33.1,20.1,20.3,25,136,"C",23.6
61,35.1,26.7,12.3,10,140,"C",21.9
59,28.3,26.2,12.4,50,152,"C",22.4
58,19.3,22.2,22.7,11,151,"C",19.6
39,29.1,24,22.4,19,143,"C",22.9
59,34,16.2,12,14,116,"C",22.9
23,25.5,22.5,23.5,32,182,"C",19.9
50,36.7,28.7,23,26,121,"C",24.4
21,23.3,24.5,11,33,166,"C",21
28,31.2,29,11.4,46,165,"C",23.8
64,29.4,18.8,15.9,21,104,"C",20.6
32,27.3,20.3,25.5,21,137,"C",20.2
53,25.1,23.9,13.9,30,162,"C",22.2
24,36.7,27.7,21.5,30,152,"C",24.9
39,21.5,19.4,12.9,30,158,"C",18.1
52,30,19.7,25.5,41,110,"C",21.4
59,30.6,21.3,14.2,22,136,"C",22.7
37,23.1,29.6,16.5,22,165,"C",20.2
45,27.1,16.9,14.6,33,144,"C",20.5
61,34.3,24.9,21,21,125,"C",24.6
25,26.7,22,9.6,24,160,"C",19.6
21,21.8,23.4,14.6,46,169,"C",17.3
43,24.1,27.36,11.5,28,179,"C",21.6
25,27.8,29.8,20,26,156,"C",20
23,26,23,28,44,185,"C",18.8
58,34.7,20.7,20.9,50,119,"C",23.2
59,31.8,20.9,20.9,13,128,"C",22.5
56,29.5,24.4,14.1,17,138,"C",22
21,19,24.5,15.3,27,153,"C",17.8
43,23.2,21.6,14.5,39,140,"C",21.9
37,19.9,26.7,21.1,22,142,"C",21.2
41,30.6,26,14.5,45,151,"C",21
21,22.7,24.3,27.4,52,190,"C",20.7
28,33.1,28.9,11.4,32,177,"C",24.4
59,24.5,24.6,13.7,15,152,"C",20
52,33.5,22.4,19.5,22,177,"C",23.6
29,23.6,23.9,25.2,37,196,"C",18.3
57,36.2,19.7,16.3,9,113,"C",24.8
55,19.9,19.5,18.8,20,142,"C",21.1
35,29.1,24.9,18.8,19,112,"C",23.2
56,29.9,24.5,15.1,23,123,"C",20.9
62,32.1,27.6,12,7,108,"C",22.4
21,28.4,25.1,20.1,52,168,"C",20.6
61,33.8,20.8,16.8,21,89,"C",23.2
24,29.2,22.4,12.4,27,145,"C",22.2
30,28.2,21.7,27.2,43,162,"C",21.6
25,31,22,15.7,30,135,"C",20.1
57,36.5,23.4,23.4,13,122,"C",23.8
32,22.9,28,21.1,47,144,"C",24.5
27,33.7,28.3,24.8,26,155,"C",22.4
32,22.5,25.8,15.1,21,147,"C",19
38,19.3,20.2,16.5,32,120,"C",19.5
45,33.9,24.1,21,34,165,"C",22.1
51,35,28.5,17.4,20,133,"C",23
44,29.8,29.2,23.6,24,158,"C",21
21,24.1,25.2,27.4,45,180,"C",19.6
22,34,22,19.1,37,151,"C",24.1
25,22.7,26,11.1,31,168,"C",18.1
61,25.9,30.1,27.2,11,154,"C",21.7
22,28.4,29.8,14.3,45,198,"C",22.9
25,28.9,23.7,26.1,31,105,"C",20.8
26,31.7,27,17.4,43,162,"C",19.2
58,31.3,20.5,21.5,20,134,"C",25.2
21,33.3,32.7,18.9,27,117,"C",21
58,33,22.4,16.5,12,158,"C",20.8
26,22.3,24.3,20,24,147,"C",17.6
56,28.4,20.7,23,23,0,"C",21
39,28.7,24.2,15.1,24,125,"C",19.4
33,28,25.2,19.8,24,155,"C",19.7
22,19.5,20.1,12,34,183,"C",19.6
50,21.7,24.3,15.1,16,158,"C",19.9
24,24.5,30.1,35.2,39,182,"C",21.6
21,25.2,23.6,12.9,56,185,"C",18.5
30,27.3,33.1,32.2,36,165,"C",23
54,30.5,23.3,15,13,149,"C",22
26,24.6,39.1,24.6,26,170,"C",26.2
27,30.7,18.8,23.5,30,158,"C",20.8
53,33.7,27,21.5,13,160,"C",21.6
24,19.1,28.8,13.2,51,181,"C",20.5
40,26.9,25.2,11.8,25,168,"C",18.9
26,35,25.4,30.4,26,170,"C",24.2
21,30.5,22,16.4,26,130,"C",21.5
60,34.4,23.2,17.4,17,110,"C",23
21,23,20.7,14.2,34,153,"C",20.1
54,34.7,20.8,19.8,26,145,"C",22.2
50,35.3,11.3,12,26,119,"C",20.1
55,38.8,20.3,19.9,16,114,"C",22.4
63,36.3,20.8,24.8,7,125,"C",21.2
23,19.4,18.5,10.2,23,176,"C",17.5
26,24.5,26.3,13.4,28,166,"C",20.6
51,28.5,20.9,17.8,13,131,"C",22
31,31.4,25.5,13.6,56,188,"C",23.4
62,19.2,24,13.4,12,85,"C",19.3
48,30.2,23.2,24,35,150,"C",22.4
42,33,26.3,16.9,27,153,"C",24.2
24,23.1,26.7,24.7,25,142,"C",18.3
61,30,25.8,20.3,12,117,"C",20.9
33,32.6,22.6,18.8,38,141,"C",20.6
50,32.5,23.5,20.9,25,111,"C",24
22,21.7,22.9,24.1,49,178,"C",18.7
21,29.1,20.9,13.5,32,163,"C",21.2
21,25.7,33.3,11.9,45,189,"C",21.8
22,24.9,24.3,14.4,32,178,"C",18.9
46,36.3,25.5,20.4,25,145,"C",24.6
34,24.5,22.2,23.1,35,162,"C",20.1
30,34.7,26.7,13.4,41,148,"C",21.7
31,21.4,24.4,23.9,20,150,"C",19.1
49,30.7,23.6,18.1,23,102,"C",23.6
41,30.5,31.6,14.3,27,164,"C",25.9
45,26,24.4,14.8,21,140,"C",22.3
41,20.1,32.8,19.5,34,175,"C",27
57,34.8,22.8,13.5,21,124,"C",24.8
58,25.3,23.8,21,20,100,"C",22.3
48,36.5,29.9,14.9,20,161,"C",23.9
32,29.9,30.5,23.2,35,137,"C",21.7
51,29.7,19.1,20.6,38,118,"C",26.5
50,29.1,24,24.2,31,138,"C",23.7
40,30.9,29.4,11,24,154,"C",23.6
29,31.4,31,18.8,32,157,"C",22.8
23,24,36.7,14.8,40,193,"C",20.9
37,31.3,26.6,19.8,53,171,"C",21.8
44,27.9,24.9,13.2,19,132,"C",20.5
38,28.3,30,25.9,28,168,"C",22.3
22,28.4,30.1,12.2,44,161,"C",21.6
43,31.7,24.7,26,22,154,"C",26.3
21,33.4,25.6,11.2,30,146,"C",23.9
40,30.9,34.8,21.8,33,157,"C",26.3
22,29.9,21.2,17.6,42,161,"C",23
37,26.6,25,20.6,28,180,"C",20.9
21,28.5,25.8,20.4,59,191,"C",22
29,30.2,25.4,21.5,23,160,"C",21.1
26,28,24.1,31.8,22,156,"C",20.6
21,28.3,23.1,16.8,29,145,"C",21.8
25,32.7,21.9,25.4,29,123,"C",19.3
44,33.9,26.3,16.2,40,144,"C",22.7
43,23.6,25.4,16.1,27,159,"C",21.9
26,34.3,25.9,28.5,44,153,"C",23.9
62,38.2,23.4,12.6,17,90,"C",23.9
21,24.8,20.8,10.2,44,173,"C",21
62,37.9,19.4,18.4,21,99,"C",24.5
50,30.2,22,21.4,21,142,"C",23.8
23,28.5,25.6,25.9,30,161,"C",21.8
38,18,30.2,26.5,30,170,"C",19.4
47,31.6,27.5,12,33,171,"C",22.3
24,30.7,31.2,14.1,41,165,"C",21.8
21,24.7,25.1,32.8,37,207,"C",20.1
55,28.3,29.2,14.6,26,156,"C",22.7
41,28.5,26.1,10.9,33,162,"C",20.7
21,30.4,21.1,14.1,45,178,"C",21.1
29,28.1,30.4,25,40,174,"C",22.6
46,35.8,21.1,21.4,20,158,"C",24.1
60,33.7,21.7,18.2,9,125,"C",23.6
55,26,23.7,15.4,16,124,"C",22.1
37,35.4,29.3,12,20,135,"C",23.1
61,28.9,22.6,26.3,9,104,"C",18.5
55,34.6,19.3,18.5,19,103,"C",23.4
24,22.6,22.8,14.2,39,140,"C",22
32,32.1,25.8,26.2,31,139,"C",18.8
62,38.6,18,16.2,16,85,"C",22.5
23,31.1,16.9,16.5,51,206,"C",22.5
48,30.7,22.9,13.3,27,124,"C",21.7
55,28.7,28.3,21,9,118,"C",23.4
47,31.1,21.5,18.8,21,159,"C",21.3
45,25.7,28.2,14.3,28,127,"C",20.2
22,31.3,18.5,12.8,32,151,"C",20.1
24,25.4,36.6,20.6,37,181,"C",22.5
26,25.2,28.4,12.9,27,145,"C",21.4
60,27.5,28.5,14.7,18,139,"C",24.5
57,37.1,23.6,19.6,10,134,"C",22.6
52,31.4,23.6,13.1,24,141,"C",21.3
45,34.5,28.3,14.3,29,130,"C",23.7
25,31.1,33.2,16.2,26,171,"C",24.4
43,24.1,28.6,15.4,52,196,"C",23.5
54,31.4,26,16.4,33,113,"C",24.2
64,35.5,22.3,19.3,13,95,"C",23.9
24,32.6,19.6,10.7,30,160,"C",19
40,25.7,23.9,14,40,163,"C",20.6
58,32.5,25.7,17.7,25,131,"C",22.5
25,32.5,30.4,29.9,58,183,"C",24.5
61,30,24,14,18,120,"C",20
45,28.8,25.4,11.8,25,131,"C",24
38,30.7,25.3,15.2,40,156,"C",22.8
60,32.1,22.8,15.7,7,148,"C",19.3
43,28.6,25.4,19.3,29,141,"C",21.4
25,37.9,25.1,17.1,37,162,"C",20.6
37,24.6,25,24.4,40,161,"C",19.1
35,16.1,32.9,10.5,28,187,"C",18.5
34,28.7,28.7,10.7,33,152,"C",22.4
59,24.8,20.5,21.5,31,114,"C",20.1
51,33.8,24.3,12.7,25,127,"C",21.7
26,33.9,31.5,21.8,35,143,"C",23
22,29,33.3,23.7,25,185,"C",23.7
22,31.1,27.9,23.5,54,206,"C",22.9
22,32.7,25.8,21.2,48,179,"C",24.5
21,35.3,28.3,21.9,40,196,"C",22.8
23,24.5,25.5,26.6,51,186,"C",20.6
22,26.5,23.8,21.8,51,154,"C",22.2
21,30.3,23.1,17.7,26,131,"C",21.3
22,27,21.3,19,40,138,"C",20.6
35,36.8,23.9,22.9,22,167,"C",23
40,28.3,23.5,20,24,162,"C",19.9
52,20.4,24.2,17.6,29,135,"C",21.7
23,24.8,29.7,26,34,161,"C",19.5
23,31.3,29.4,26.7,52,195,"C",19.4
21,29.7,26.9,12.5,54,174,"C",19.6
32,31.8,32.4,15.9,28,164,"C",21.6
50,28.8,22.8,13.4,13,152,"C",19.5
21,28.6,22.1,10.3,26,126,"C",21.8
28,29.3,23.4,22.5,36,159,"C",21.5
62,29.3,31.4,24.3,21,119,"C",24.2
27,22.2,38.5,19.3,24,227,"C",23.4
62,28.5,22,14,22,133,"C",22.3
24,34,21.4,16.6,27,179,"C",22.2
23,35.4,26.2,28.9,36,154,"C",22.6
21,31.2,23.2,21.2,31,142,"C",20.9
62,30.1,20.4,17.8,17,125,"C",24.4
40,21.2,23.6,11.6,32,154,"C",19.3
25,25.4,28.5,22.3,36,167,"C",21.5
26,31.4,33.6,22.5,45,188,"C",30
42,32.8,26.1,18.5,37,150,"C",24.9
59,33.8,29.2,15.7,12,115,"C",24.3
39,21.8,23,11.5,20,150,"C",18.2
35,35.6,19.9,19,22,127,"C",22.4
45,25,26,13.3,20,135,"C",19.4
24,31.3,31.6,14.4,46,213,"C",25.9
55,31,21.7,19.4,13,126,"C",23.4
50,32.1,24.4,12.3,32,156,"C",24.5
32,32.5,15.1,15.3,30,166,"C",19.2
